gene_id,gene_symbol,gene_name,species
72785,PCDHA9,protocadherin alpha 9,Human
72786,PCDHA10,protocadherin alpha 10,Human
72787,PCDHA11,protocadherin alpha 11,Human
72788,PCDHA12,protocadherin alpha 12,Human
72789,PCDHA13,protocadherin alpha 13,Human
72790,PCDHA14,protocadherin alpha 14 pseudogene,Human
72791,PCDHAC1,"protocadherin alpha subfamily C, 1",Human
72792,PCDHAC2,"protocadherin alpha subfamily C, 2",Human
72796,PCDHB2,protocadherin beta 2,Human
72797,PCDHB3,protocadherin beta 3,Human
72798,PCDHB4,protocadherin beta 4,Human
72799,PCDHB5,protocadherin beta 5,Human
72800,PCDHB6,protocadherin beta 6,Human
72802,PCDHB8,protocadherin beta 8,Human
72803,PCDHB9,protocadherin beta 9,Human
72805,PCDHB11,protocadherin beta 11,Human
72806,PCDHB12,protocadherin beta 12,Human
72807,PCDHB13,protocadherin beta 13,Human
72808,PCDHB14,protocadherin beta 14,Human
72809,PCDHB15,protocadherin beta 15,Human
72810,PCDHB16,protocadherin beta 16,Human
72811,PCDHB17P,protocadherin beta 17 pseudogene,Human
72812,PCDHB18P,protocadherin beta 18 pseudogene,Human
72813,PCDHB19P,protocadherin beta 19 pseudogene,Human
72816,PCDHGA2,"protocadherin gamma subfamily A, 2",Human
72817,PCDHGA3,"protocadherin gamma subfamily A, 3",Human
72822,PCDHGA8,"protocadherin gamma subfamily A, 8",Human
72824,PCDHGA10,"protocadherin gamma subfamily A, 10",Human
72825,PCDHGA11,"protocadherin gamma subfamily A, 11",Human
72826,PCDHGA12,"protocadherin gamma subfamily A, 12",Human
72827,PCDHGB1,"protocadherin gamma subfamily B, 1",Human
72833,PCDHGB7,"protocadherin gamma subfamily B, 7",Human
72834,PCDHGB8P,"protocadherin gamma subfamily B, 8 pseudogene",Human
72835,PCDHGB9P,"protocadherin gamma subfamily B, 9 pseudogene",Human
72836,PCDHGC3,"protocadherin gamma subfamily C, 3",Human
72837,PCDHGC4,"protocadherin gamma subfamily C, 4",Human
72838,PCDHGC5,"protocadherin gamma subfamily C, 5",Human
72840,PCED1A,PC-esterase domain containing 1A,Human
72841,PCED1B,PC-esterase domain containing 1B,Human
72842,PCED1B-AS1,PCED1B antisense RNA 1,Human
72844,PCF11,PCF11 cleavage and polyadenylation factor subunit,Human
72845,PCF11-AS1,PCF11 antisense RNA 1,Human
72846,PCGEM1,PCGEM1 prostate-specific transcript,Human
72847,PCGF1,polycomb group ring finger 1,Human
72849,PCGF3,polycomb group ring finger 3,Human
72850,PCGF5,polycomb group ring finger 5,Human
72851,PCGF6,polycomb group ring finger 6,Human
72857,PCID2,PCI domain containing 2,Human
72858,PCIF1,PDX1 C-terminal inhibiting factor 1,Human
72859,PCK1,phosphoenolpyruvate carboxykinase 1,Human
72860,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial",Human
72861,PCLAF,PCNA clamp associated factor,Human
72863,PCLO,piccolo presynaptic cytomatrix protein,Human
72864,PCM1,pericentriolar material 1,Human
72865,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,Human
72866,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,Human
72869,PCMTD1P3,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 3,Human
72875,PCMTD2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2,Human
72876,PCNA,proliferating cell nuclear antigen,Human
72884,PCNP,PEST proteolytic signal containing nuclear protein,Human
72885,PCNPP1,PEST containing nuclear protein pseudogene 1,Human
72887,PCNPP3,PEST containing nuclear protein pseudogene 3,Human
72889,PCNPP5,PEST containing nuclear protein pseudogene 5,Human
72890,PCNT,pericentrin,Human
72892,PCNX1,pecanex 1,Human
72893,PCNX2,pecanex 2,Human
72894,PCNX3,pecanex 3,Human
72895,PCNX4,pecanex 4,Human
72898,PCOLCE,procollagen C-endopeptidase enhancer,Human
72899,PCOLCE-AS1,PCOLCE antisense RNA 1,Human
72900,PCOLCE2,procollagen C-endopeptidase enhancer 2,Human
72902,PCOTH,Pro-X-Gly collagen triple helix like repeat containing,Human
72906,PCP4L1,Purkinje cell protein 4 like 1,Human
72908,PCSK1,proprotein convertase subtilisin/kexin type 1,Human
72909,PCSK1N,proprotein convertase subtilisin/kexin type 1 inhibitor,Human
72910,PCSK2,proprotein convertase subtilisin/kexin type 2,Human
72912,PCSK4,proprotein convertase subtilisin/kexin type 4,Human
72913,PCSK5,proprotein convertase subtilisin/kexin type 5,Human
72915,PCSK6-AS1,PCSK6 antisense RNA 1,Human
72916,PCSK7,proprotein convertase subtilisin/kexin type 7,Human
72917,PCSK9,proprotein convertase subtilisin/kexin type 9,Human
72918,PCTP,phosphatidylcholine transfer protein,Human
72919,PCYOX1,prenylcysteine oxidase 1,Human
72920,PCYOX1L,prenylcysteine oxidase 1 like,Human
72922,PCYT1A,"phosphate cytidylyltransferase 1, choline, alpha",Human
72923,PCYT1B,"phosphate cytidylyltransferase 1, choline, beta",Human
72925,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine",Human
72926,PDAP1,PDGFA associated protein 1,Human
72934,PDCD1,programmed cell death 1,Human
72935,PDCD1LG2,programmed cell death 1 ligand 2,Human
72936,PDCD2,programmed cell death 2,Human
72938,PDCD4,programmed cell death 4,Human
72939,PDCD4-AS1,PDCD4 antisense RNA 1,Human
72940,PDCD5,programmed cell death 5,Human
72942,PDCD5P2,programmed cell death 5 pseudogene 2,Human
72943,PDCD6,programmed cell death 6,Human
72944,PDCD6IP,programmed cell death 6 interacting protein,Human
72945,PDCD6IPP1,PDCD6IP pseudogene 1,Human
72946,PDCD6IPP2,PDCD6IP pseudogene 2,Human
72947,PDCD7,programmed cell death 7,Human
72948,PDCD10,programmed cell death 10,Human
72949,PDCD11,programmed cell death 11,Human
72950,PDCL,phosducin like,Human
72951,PDCL2,phosducin like 2,Human
72954,PDCL3,phosducin like 3,Human
72955,PDCL3P1,PDCL3 pseudogene 1,Human
72956,PDCL3P2,PDCL3 pseudogene 2,Human
72957,PDCL3P3,PDCL3 pseudogene 3,Human
72958,PDCL3P4,PDCL3 pseudogene 4,Human
72959,PDCL3P5,PDCL3 pseudogene 5,Human
72960,PDCL3P6,PDCL3 pseudogene 6,Human
72963,PDE1A,phosphodiesterase 1A,Human
72964,PDE1B,phosphodiesterase 1B,Human
72965,PDE1C,phosphodiesterase 1C,Human
72966,PDE2A,phosphodiesterase 2A,Human
72967,PDE3A,phosphodiesterase 3A,Human
72968,PDE3B,phosphodiesterase 3B,Human
72970,PDE4B,phosphodiesterase 4B,Human
72972,PDE4D,phosphodiesterase 4D,Human
72973,PDE4DIP,phosphodiesterase 4D interacting protein,Human
72974,PDE4DIPP1,phosphodiesterase 4D interacting protein pseudogene 1,Human
72975,PDE5A,phosphodiesterase 5A,Human
72976,PDE6A,phosphodiesterase 6A,Human
72977,PDE6B,phosphodiesterase 6B,Human
72978,PDE6C,phosphodiesterase 6C,Human
72979,PDE6D,phosphodiesterase 6D,Human
72982,PDE7A,phosphodiesterase 7A,Human
72983,PDE7B,phosphodiesterase 7B,Human
72984,PDE8A,phosphodiesterase 8A,Human
72985,PDE8B,phosphodiesterase 8B,Human
72986,PDE9A,phosphodiesterase 9A,Human
72987,PDE10A,phosphodiesterase 10A,Human
72988,PDE11A,phosphodiesterase 11A,Human
72989,PDE12,phosphodiesterase 12,Human
72993,PDF,"peptide deformylase, mitochondrial",Human
72994,PDGFA,platelet derived growth factor subunit A,Human
72995,PDGFB,platelet derived growth factor subunit B,Human
72996,PDGFC,platelet derived growth factor C,Human
72997,PDGFD,platelet derived growth factor D,Human
72999,PDGFRA,platelet derived growth factor receptor alpha,Human
73000,PDGFRB,platelet derived growth factor receptor beta,Human
73001,PDGFRL,platelet derived growth factor receptor like,Human
73002,PDHA1,pyruvate dehydrogenase E1 alpha 1 subunit,Human
73005,PDHB,pyruvate dehydrogenase E1 beta subunit,Human
73006,PDHX,pyruvate dehydrogenase complex component X,Human
73007,PDIA2,protein disulfide isomerase family A member 2,Human
73008,PDIA3,protein disulfide isomerase family A member 3,Human
73009,PDIA3P1,protein disulfide isomerase family A member 3 pseudogene 1,Human
73011,PDIA4,protein disulfide isomerase family A member 4,Human
73012,PDIA5,protein disulfide isomerase family A member 5,Human
73013,PDIA6,protein disulfide isomerase family A member 6,Human
73014,PDIK1L,PDLIM1 interacting kinase 1 like,Human
73016,PDK1,pyruvate dehydrogenase kinase 1,Human
73018,PDK2,pyruvate dehydrogenase kinase 2,Human
73019,PDK3,pyruvate dehydrogenase kinase 3,Human
73020,PDK4,pyruvate dehydrogenase kinase 4,Human
73021,PDLIM1,PDZ and LIM domain 1,Human
73025,PDLIM1P4,PDZ and LIM domain 1 pseudogene 4,Human
73026,PDLIM2,PDZ and LIM domain 2,Human
73027,PDLIM3,PDZ and LIM domain 3,Human
73028,PDLIM4,PDZ and LIM domain 4,Human
73029,PDLIM5,PDZ and LIM domain 5,Human
73030,PDLIM7,PDZ and LIM domain 7,Human
73034,PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1,Human
73035,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2,Human
73036,PDPK1,3-phosphoinositide dependent protein kinase 1,Human
73037,PDPK2P,"3-phosphoinositide dependent protein kinase 2, pseudogene",Human
73038,PDPN,podoplanin,Human
73039,PDPR,pyruvate dehydrogenase phosphatase regulatory subunit,Human
73041,PDRG1,p53 and DNA damage regulated 1,Human
73042,PDS5A,PDS5 cohesin associated factor A,Human
73043,PDS5B,PDS5 cohesin associated factor B,Human
73044,PDSS1,decaprenyl diphosphate synthase subunit 1,Human
73045,PDSS1P1,decaprenyl diphosphate synthase subunit 1 pseudogene 1,Human
73046,PDSS1P2,decaprenyl diphosphate synthase subunit 1 pseudogene 2,Human
73047,PDSS2,decaprenyl diphosphate synthase subunit 2,Human
73048,PDX1,pancreatic and duodenal homeobox 1,Human
73049,PDXDC1,pyridoxal dependent decarboxylase domain containing 1,Human
73050,PDXDC2P,"pyridoxal dependent decarboxylase domain containing 2, pseudogene",Human
73051,PDXK,pyridoxal kinase,Human
73052,PDXP,pyridoxal phosphatase,Human
73053,PDYN,prodynorphin,Human
73054,PDYN-AS1,PDYN antisense RNA 1,Human
73055,PDZD2,PDZ domain containing 2,Human
73056,PDZD3,PDZ domain containing 3,Human
73057,PDZD4,PDZ domain containing 4,Human
73059,PDZD7,PDZ domain containing 7,Human
73060,PDZD8,PDZ domain containing 8,Human
73062,PDZD11,PDZ domain containing 11,Human
73063,PDZK1,PDZ domain containing 1,Human
73064,PDZK1IP1,PDZK1 interacting protein 1,Human
73065,PDZK1P1,PDZ domain containing 1 pseudogene 1,Human
73068,PDZRN3,PDZ domain containing ring finger 3,Human
73069,PDZRN3-AS1,PDZRN3 antisense RNA 1,Human
73071,PEA15,proliferation and apoptosis adaptor protein 15,Human
73072,PEAK1,pseudopodium enriched atypical kinase 1,Human
73073,PEAK3,PEAK family member 3,Human
73074,PEAR1,platelet endothelial aggregation receptor 1,Human
73075,PEBP1,phosphatidylethanolamine binding protein 1,Human
73077,PEBP1P2,phosphatidylethanolamine binding protein 1 pseudogene 2,Human
73079,PEBP4,phosphatidylethanolamine binding protein 4,Human
73081,PECR,peroxisomal trans-2-enoyl-CoA reductase,Human
73084,PEF1,penta-EF-hand domain containing 1,Human
73087,PEG10,paternally expressed 10,Human
73088,PEG13,paternally expressed 13,Human
73089,PELI1,pellino E3 ubiquitin protein ligase 1,Human
73090,PELI2,pellino E3 ubiquitin protein ligase family member 2,Human
73091,PELI3,pellino E3 ubiquitin protein ligase family member 3,Human
73092,PELO,pelota mRNA surveillance and ribosome rescue factor,Human
73094,PEMT,phosphatidylethanolamine N-methyltransferase,Human
73095,PENK,proenkephalin,Human
73110,PER2,period circadian regulator 2,Human
73111,PER3,period circadian regulator 3,Human
73112,PERM1,"PPARGC1 and ESRR induced regulator, muscle 1",Human
73113,PERP,p53 apoptosis effector related to PMP22,Human
73116,PES1,pescadillo ribosomal biogenesis factor 1,Human
73117,PES1P1,pescadillo ribosomal biogenesis factor 1 pseudogene 1,Human
73118,PES1P2,pescadillo ribosomal biogenesis factor 1 pseudogene 2,Human
73119,PET100,PET100 cytochrome c oxidase chaperone,Human
73120,PET117,PET117 cytochrome c oxidase chaperone,Human
73121,PEX1,peroxisomal biogenesis factor 1,Human
73122,PEX2,peroxisomal biogenesis factor 2,Human
73123,PEX3,peroxisomal biogenesis factor 3,Human
73124,PEX5,peroxisomal biogenesis factor 5,Human
73125,PEX5L,peroxisomal biogenesis factor 5 like,Human
73126,PEX5L-AS1,PEX5L antisense RNA 1,Human
73128,PEX6,peroxisomal biogenesis factor 6,Human
73129,PEX7,peroxisomal biogenesis factor 7,Human
73130,PEX10,peroxisomal biogenesis factor 10,Human
73131,PEX11A,peroxisomal biogenesis factor 11 alpha,Human
73132,PEX11B,peroxisomal biogenesis factor 11 beta,Human
73134,PEX12,peroxisomal biogenesis factor 12,Human
73136,PEX13,peroxisomal biogenesis factor 13,Human
73137,PEX14,peroxisomal biogenesis factor 14,Human
73138,PEX16,peroxisomal biogenesis factor 16,Human
73139,PEX19,peroxisomal biogenesis factor 19,Human
73140,PEX26,peroxisomal biogenesis factor 26,Human
73141,PF4,platelet factor 4,Human
73142,PF4V1,platelet factor 4 variant 1,Human
73143,PFAS,phosphoribosylformylglycinamidine synthase,Human
73145,PFDN1,prefoldin subunit 1,Human
73146,PFDN2,prefoldin subunit 2,Human
73147,PFDN4,prefoldin subunit 4,Human
73148,PFDN5,prefoldin subunit 5,Human
73149,PFDN6,prefoldin subunit 6,Human
73152,PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1",Human
73153,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",Human
73154,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",Human
73155,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",Human
73156,PFKL,"phosphofructokinase, liver type",Human
73158,PFKP,"phosphofructokinase, platelet",Human
73163,PFN1,profilin 1,Human
73164,PFN1P1,profilin 1 pseudogene 1,Human
73165,PFN1P2,profilin 1 pseudogene 2,Human
73174,PFN1P11,profilin 1 pseudogene 11,Human
73176,PFN2,profilin 2,Human
73178,PFN4,profilin family member 4,Human
73179,PFN5P,"profilin 5, pseudogene",Human
73181,PGA3,"pepsinogen 3, group I (pepsinogen A)",Human
73182,PGA4,"pepsinogen 4, group I (pepsinogen A)",Human
73183,PGA5,"pepsinogen 5, group I (pepsinogen A)",Human
73184,PGAM1,phosphoglycerate mutase 1,Human
73187,PGAM1P3,phosphoglycerate mutase 1 pseudogene 3,Human
73190,PGAM1P6,phosphoglycerate mutase 1 pseudogene 6,Human
73191,PGAM1P7,phosphoglycerate mutase 1 pseudogene 7,Human
73192,PGAM1P8,phosphoglycerate mutase 1 pseudogene 8,Human
73194,PGAM1P10,phosphoglycerate mutase 1 pseudogene 10,Human
73195,PGAM1P11,phosphoglycerate mutase 1 pseudogene 11,Human
73196,PGAM1P12,phosphoglycerate mutase 1 pseudogene 12,Human
73198,PGAM2,phosphoglycerate mutase 2,Human
73200,PGAM4,phosphoglycerate mutase family member 4,Human
73202,PGAM4P2,phosphoglycerate mutase family member 4 pseudogene 2,Human
73203,PGAM5,"PGAM family member 5, mitochondrial serine/threonine protein phosphatase",Human
73205,PGAP1,post-GPI attachment to proteins 1,Human
73206,PGAP2,post-GPI attachment to proteins 2,Human
73208,PGBD1,piggyBac transposable element derived 1,Human
73209,PGBD2,piggyBac transposable element derived 2,Human
73215,PGBD4,piggyBac transposable element derived 4,Human
73221,PGBD4P6,piggyBac transposable element derived 4 pseudogene 6,Human
73224,PGBD5,piggyBac transposable element derived 5,Human
73225,PGC,progastricsin,Human
73227,PGD,phosphogluconate dehydrogenase,Human
73228,PGDP1,phosphogluconate dehydrogenase pseudogene 1,Human
73230,PGF,placental growth factor,Human
73232,PGGHG,protein-glucosylgalactosylhydroxylysine glucosidase,Human
73233,PGGT1B,protein geranylgeranyltransferase type I subunit beta,Human
73234,PGGT1BP1,protein geranylgeranyltransferase type I subunit beta pseudogene 1,Human
73235,PGGT1BP2,protein geranylgeranyltransferase type I subunit beta pseudogene 2,Human
73236,PGK1,phosphoglycerate kinase 1,Human
73238,PGK1P2,"phosphoglycerate kinase 1, pseudogene 2",Human
73239,PGK2,phosphoglycerate kinase 2,Human
73244,PGLYRP1,peptidoglycan recognition protein 1,Human
73245,PGLYRP2,peptidoglycan recognition protein 2,Human
73246,PGLYRP3,peptidoglycan recognition protein 3,Human
73247,PGLYRP4,peptidoglycan recognition protein 4,Human
73248,PGM1,phosphoglucomutase 1,Human
73249,PGM2,phosphoglucomutase 2,Human
73250,PGM2L1,phosphoglucomutase 2 like 1,Human
73251,PGM3,phosphoglucomutase 3,Human
73252,PGM5,phosphoglucomutase 5,Human
73253,PGM5-AS1,PGM5 antisense RNA 1,Human
73255,PGM5P2,phosphoglucomutase 5 pseudogene 2,Human
73257,PGM5P3-AS1,PGM5P3 antisense RNA 1,Human
73258,PGM5P4,phosphoglucomutase 5 pseudogene 4,Human
73259,PGM5P4-AS1,PGM5P4 antisense RNA 1,Human
73260,PGP,phosphoglycolate phosphatase,Human
73263,PGR,progesterone receptor,Human
73265,PGRMC1,progesterone receptor membrane component 1,Human
73266,PGRMC2,progesterone receptor membrane component 2,Human
73268,PHACTR1,phosphatase and actin regulator 1,Human
73269,PHACTR2,phosphatase and actin regulator 2,Human
73270,PHACTR2-AS1,PHACTR2 antisense RNA 1,Human
73272,PHACTR3,phosphatase and actin regulator 3,Human
73273,PHACTR4,phosphatase and actin regulator 4,Human
73274,PHAX,phosphorylated adaptor for RNA export,Human
73275,PHB,prohibitin,Human
73276,PHB2,prohibitin 2,Human
73279,PHBP2,prohibitin pseudogene 2,Human
73280,PHBP3,prohibitin pseudogene 3,Human
73281,PHBP4,prohibitin pseudogene 4,Human
73282,PHBP5,prohibitin pseudogene 5,Human
73284,PHBP7,prohibitin pseudogene 7,Human
73285,PHBP8,prohibitin pseudogene 8,Human
73286,PHBP9,prohibitin pseudogene 9,Human
73288,PHBP11,prohibitin pseudogene 11,Human
73290,PHBP13,prohibitin pseudogene 13,Human
73291,PHBP14,prohibitin pseudogene 14,Human
73295,PHBP18,prohibitin pseudogene 18,Human
73296,PHBP19,prohibitin pseudogene 19,Human
73297,PHBP20,prohibitin pseudogene 20,Human
73298,PHBP21,prohibitin pseudogene 21,Human
73300,PHC1,polyhomeotic homolog 1,Human
73301,PHC1P1,polyhomeotic homolog 1 pseudogene 1,Human
73302,PHC2,polyhomeotic homolog 2,Human
73303,PHC3,polyhomeotic homolog 3,Human
73304,PHETA1,PH domain containing endocytic trafficking adaptor 1,Human
73305,PHETA2,PH domain containing endocytic trafficking adaptor 2,Human
73306,PHEX,phosphate regulating endopeptidase homolog X-linked,Human
73308,PHF1,PHD finger protein 1,Human
73309,PHF2,PHD finger protein 2,Human
73311,PHF2P2,PHD finger protein 2 pseudogene 2,Human
73312,PHF3,PHD finger protein 3,Human
73314,PHF5A,PHD finger protein 5A,Human
73315,PHF5CP,PHD finger protein 5C pseudogene,Human
73321,PHF6,PHD finger protein 6,Human
73322,PHF7,PHD finger protein 7,Human
73323,PHF8,PHD finger protein 8,Human
73324,PHF10,PHD finger protein 10,Human
73326,PHF11,PHD finger protein 11,Human
73327,PHF12,PHD finger protein 12,Human
73328,PHF13,PHD finger protein 13,Human
73329,PHF14,PHD finger protein 14,Human
73330,PHF19,PHD finger protein 19,Human
73331,PHF20,PHD finger protein 20,Human
73332,PHF20L1,PHD finger protein 20 like 1,Human
73333,PHF21A,PHD finger protein 21A,Human
73334,PHF21B,PHD finger protein 21B,Human
73335,PHF23,PHD finger protein 23,Human
73336,PHF24,PHD finger protein 24,Human
73337,PHGDH,phosphoglycerate dehydrogenase,Human
73339,PHIP,pleckstrin homology domain interacting protein,Human
73341,PHKA1,phosphorylase kinase regulatory subunit alpha 1,Human
73343,PHKA1P1,phosphorylase kinase regulatory subunit alpha 1 pseudogene,Human
73344,PHKA2,phosphorylase kinase regulatory subunit alpha 2,Human
73345,PHKA2-AS1,PHKA2 antisense RNA 1,Human
73346,PHKB,phosphorylase kinase regulatory subunit beta,Human
73347,PHKBP1,phosphorylase kinase regulatory subunit beta pseudogene 1,Human
73348,PHKBP2,phosphorylase kinase regulatory subunit beta pseudogene 2,Human
73349,PHKG1,phosphorylase kinase catalytic subunit gamma 1,Human
73354,PHKG2,phosphorylase kinase catalytic subunit gamma 2,Human
73356,PHLDA2,pleckstrin homology like domain family A member 2,Human
73357,PHLDA3,pleckstrin homology like domain family A member 3,Human
73358,PHLDB1,pleckstrin homology like domain family B member 1,Human
73359,PHLDB2,pleckstrin homology like domain family B member 2,Human
73360,PHLDB3,pleckstrin homology like domain family B member 3,Human
73362,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1,Human
73363,PHLPP2,PH domain and leucine rich repeat protein phosphatase 2,Human
73364,PHOSPHO1,phosphoethanolamine/phosphocholine phosphatase,Human
73365,PHOSPHO2,"phosphatase, orphan 2",Human
73367,PHOX2B,paired like homeobox 2B,Human
73369,PHPT1,phosphohistidine phosphatase 1,Human
73370,PHRF1,PHD and ring finger domains 1,Human
73373,PHTF1,putative homeodomain transcription factor 1,Human
73374,PHTF2,putative homeodomain transcription factor 2,Human
73375,PHYH,phytanoyl-CoA 2-hydroxylase,Human
73376,PHYHD1,phytanoyl-CoA dioxygenase domain containing 1,Human
73377,PHYHIP,phytanoyl-CoA 2-hydroxylase interacting protein,Human
73379,PHYKPL,5-phosphohydroxy-L-lysine phospho-lyase,Human
73381,PI3,peptidase inhibitor 3,Human
73383,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,Human
73384,PI4K2B,phosphatidylinositol 4-kinase type 2 beta,Human
73385,PI4KA,phosphatidylinositol 4-kinase alpha,Human
73386,PI4KAP1,phosphatidylinositol 4-kinase alpha pseudogene 1,Human
73387,PI4KAP2,phosphatidylinositol 4-kinase alpha pseudogene 2,Human
73388,PI4KB,phosphatidylinositol 4-kinase beta,Human
73400,PI15,peptidase inhibitor 15,Human
73401,PI16,peptidase inhibitor 16,Human
73402,PIANP,PILR alpha associated neural protein,Human
73403,PIAS1,protein inhibitor of activated STAT 1,Human
73404,PIAS2,protein inhibitor of activated STAT 2,Human
73405,PIAS3,protein inhibitor of activated STAT 3,Human
73407,PIBF1,progesterone immunomodulatory binding factor 1,Human
73408,PICALM,phosphatidylinositol binding clathrin assembly protein,Human
73409,PICART1,p53 inducible cancer associated RNA transcript 1,Human
73410,PICK1,protein interacting with PRKCA 1,Human
73412,PID1,phosphotyrosine interaction domain containing 1,Human
73413,PIDD1,p53-induced death domain protein 1,Human
73414,PIEZO1,piezo type mechanosensitive ion channel component 1,Human
73416,PIEZO1P2,piezo type mechanosensitive ion channel component 1 pseudogene 2,Human
73417,PIEZO2,piezo type mechanosensitive ion channel component 2,Human
73418,PIF1,PIF1 5'-to-3' DNA helicase,Human
73419,PIFO,primary cilia formation,Human
73420,PIGA,phosphatidylinositol glycan anchor biosynthesis class A,Human
73422,PIGB,phosphatidylinositol glycan anchor biosynthesis class B,Human
73423,PIGBOS1,PIGB opposite strand 1,Human
73424,PIGC,phosphatidylinositol glycan anchor biosynthesis class C,Human
73425,PIGCP1,phosphatidylinositol glycan anchor biosynthesis class C pseudogene 1,Human
73426,PIGCP2,phosphatidylinositol glycan anchor biosynthesis class C pseudogene 2,Human
73427,PIGF,phosphatidylinositol glycan anchor biosynthesis class F,Human
73428,PIGFP1,phosphatidylinositol glycan anchor biosynthesis class F pseudogene 1,Human
73431,PIGG,phosphatidylinositol glycan anchor biosynthesis class G,Human
73432,PIGH,phosphatidylinositol glycan anchor biosynthesis class H,Human
73433,PIGHP1,phosphatidylinositol glycan anchor biosynthesis class H pseudogene 1,Human
73434,PIGK,phosphatidylinositol glycan anchor biosynthesis class K,Human
73435,PIGL,phosphatidylinositol glycan anchor biosynthesis class L,Human
73436,PIGM,phosphatidylinositol glycan anchor biosynthesis class M,Human
73437,PIGN,phosphatidylinositol glycan anchor biosynthesis class N,Human
73438,PIGO,phosphatidylinositol glycan anchor biosynthesis class O,Human
73439,PIGP,phosphatidylinositol glycan anchor biosynthesis class P,Human
73444,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q,Human
73446,PIGR,polymeric immunoglobulin receptor,Human
73447,PIGS,phosphatidylinositol glycan anchor biosynthesis class S,Human
73448,PIGT,phosphatidylinositol glycan anchor biosynthesis class T,Human
73449,PIGU,phosphatidylinositol glycan anchor biosynthesis class U,Human
73450,PIGUP1,phosphatidylinositol glycan anchor biosynthesis class U pseudogene 1,Human
73451,PIGV,phosphatidylinositol glycan anchor biosynthesis class V,Human
73452,PIGW,phosphatidylinositol glycan anchor biosynthesis class W,Human
73453,PIGX,phosphatidylinositol glycan anchor biosynthesis class X,Human
73454,PIGY,phosphatidylinositol glycan anchor biosynthesis class Y,Human
73455,PIGY-DT,PIGY divergent transcript,Human
73456,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z,Human
73458,PIH1D1,PIH1 domain containing 1,Human
73459,PIH1D2,PIH1 domain containing 2,Human
73460,PIH1D3,PIH1 domain containing 3,Human
73461,PIK3AP1,phosphoinositide-3-kinase adaptor protein 1,Human
73463,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,Human
73464,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,Human
73465,PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,Human
73466,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3,Human
73467,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",Human
73468,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",Human
73469,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",Human
73470,PIK3CD-AS1,PIK3CD antisense RNA 1,Human
73471,PIK3CD-AS2,PIK3CD antisense RNA 2,Human
73472,PIK3CDP1,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta pseudogene 1",Human
73473,PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",Human
73474,PIK3IP1,phosphoinositide-3-kinase interacting protein 1,Human
73475,PIK3IP1-AS1,PIK3IP1 antisense RNA 1 (head to head),Human
73476,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,Human
73478,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2,Human
73479,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3,Human
73480,PIK3R4,phosphoinositide-3-kinase regulatory subunit 4,Human
73481,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5,Human
73482,PIK3R6,phosphoinositide-3-kinase regulatory subunit 6,Human
73483,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing",Human
73485,PILRA,paired immunoglobin like type 2 receptor alpha,Human
73486,PILRB,paired immunoglobin like type 2 receptor beta,Human
73487,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",Human
73488,PIM2,"Pim-2 proto-oncogene, serine/threonine kinase",Human
73489,PIM3,"Pim-3 proto-oncogene, serine/threonine kinase",Human
73490,PIMREG,PICALM interacting mitotic regulator,Human
73491,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",Human
73493,PIN1P1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1",Human
